사번,작업일,쿼리(일부)
O0101934,30-MAR-17,"select fun_tfr_dt, a.* from asd.ascios a where org_c = '001' and auto_ftrn_busi_"
O0101934,30-MAR-17,"select * from asd.asvsii where org_c = '001' and  stlm_date = TO_CHAR(SYSDATE,'Y"
O0101934,30-MAR-17,"select * from asd.ascios where org_c = '001' and auto_ftrn_busi_tc = 'EA231000'"
O0101934,30-MAR-17,"select fun_tfr_dt, a.* from asd.ascios a where org_c = '001' and auto_ftrn_busi_"
O0101934,30-MAR-17,"select auto_ftrn_busi_tc,ftrn_date,ask_seq,data_tc,trt_br_c,oamt_bnk_br_c,oamt_a"
O0101934,30-MAR-17,"select * from asd.ascios where org_c = '001' and auto_ftrn_busi_tc = 'EA210000'"
O0101934,30-MAR-17,"select * from asd.asccsi where org_c = '001' and proc_date = TO_CHAR(SYSDATE,'YY"
O0101934,30-MAR-17,"select * from snd.snebti where orG_c = '001'  and exch_date = TO_CHAR(SYSDATE,'Y"
O0101934,30-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR334400'"
O0101934,30-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR331100'"
O0101934,30-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR335100'"
O0101934,30-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR233100'"
O0101934,30-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR223100'"
O0101934,30-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR771200'"
O0101934,30-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR231100'"
O0101934,30-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR221100'"
O0101934,30-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR151100'"
O0101934,30-MAR-17,"select * from asd.aspcmi where orG_c = '001' and exch_bill_busi_c = 'EU005500' a"
O0101934,30-MAR-17,"select * from asd.aspios where org_c = '001' and auto_ftrn_busi_tc = 'GR882200'"
O0101934,30-MAR-17,"select * from snd.snebti where orG_c = '001' and exch_date = TO_CHAR(SYSDATE,'YY"
O0101934,30-MAR-17,"select * from asd.asieii where orG_c = '001' and exch_bill_busi_c = 'TR222200' a"
O0101934,30-MAR-17,"select to_char(to_date('10-1-1999 10:10:10', 'dd-mm-yyyy hh24:mi:ss')) from dual"
O0101934,30-MAR-17,"select lengthb(nchr(20)), nchr(20) from dual"
O0101934,30-MAR-17,"select length(chr(2000000000)) l4, length(chr(2000000)) l3,  length(chr(20000))"
O0101934,30-MAR-17,"select * from asd.asieii where orG_c = '001' and exch_bill_busi_c = 'TR221100' a"
O0101934,29-MAR-17,"select a.cc_proc_rslt_c ,a.re_iamt,b.ftrn_asgn_dd,b.ftrn_cycl_tc,b.next_ftrn_dat"
O0101934,29-MAR-17,"select to_char(to_date('10-1-1999 10:10:10', 'dd-mm-yyyy hh24:mi:ss')) from dual"
O0101934,29-MAR-17,"select *
from asd.asafcs
where org_c = '001'
and auto_ftrn_busi_tc in ('BF10100"
O0101934,29-MAR-17,"select lengthb(nchr(20)), nchr(20) from dual"
O0101934,29-MAR-17,"select length(chr(2000000000)) l4, length(chr(2000000)) l3,  length(chr(20000))"
O0101934,29-MAR-17,"select  a.ftrn_proc_date 이체일자,a.auto_ftrn_busi_tc 자동이체업무코드,b.auto_ft"
O0101934,29-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O0101934,29-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O0101934,29-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O0101934,29-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O0101934,29-MAR-17,"select value from nls_database_parameters where parameter = 'NLS_RDBMS_VERSION'"
O0101934,29-MAR-17,"select user from dual"
O0101934,29-MAR-17,"alter session set nls_date_format = 'MM/DD/YYYY HH24:MI:SS'"
O0101934,29-MAR-17,"select to_char(userenv('SESSIONID')) from dual"
O0101934,29-MAR-17,"SELECT  A.BUSI_TC 자동이체업무,
C.BUSI_NM 업무명,
A.T_CNT - B.T_"
O0101934,29-MAR-17,"select *
from igd.IGMST1
where org_c = '001'
and tr_date = '20170329'
and giro_i"
O0101934,29-MAR-17,"select *
from epd.eptpti
where org_c = '001'
and tr_date >= '20170321'
and giro_"
O0101934,29-MAR-17,"select *
from epd.eptpti
where org_c = '001'
and tr_date >= '20170326'
and giro_"
O0101934,29-MAR-17,"select *
from igd.IGMST1
where org_c = '001'
and tr_date = '20170327'
and giro_i"
O0101934,29-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O0101934,29-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O0101934,29-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O0101934,29-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O0101934,29-MAR-17,"select value from nls_database_parameters where parameter = 'NLS_RDBMS_VERSION'"
O0101934,29-MAR-17,"select *
from epd.eptpti
where org_c = '001'
and tr_date = '20170329'
and giro_i"
O0101934,29-MAR-17,"select user from dual"
O0101934,29-MAR-17,"alter session set nls_date_format = 'MM/DD/YYYY HH24:MI:SS'"
O0101934,29-MAR-17,"select to_char(userenv('SESSIONID')) from dual"
O0101934,29-MAR-17,"select *
from igd.IGMST1
where org_c = '001'
and tr_date = '20170329'
and giro_i"
O0101934,29-MAR-17,"select *
from igd.IGMST1
where org_c = '001'
and tr_date = '20170328'
and giro_i"
O0101934,29-MAR-17,"select *
from epd.eptpti
where org_c = '001'
and tr_date >= '20170328'
and giro_"
O0101934,29-MAR-17,"select *
from igd.IGMST1
where org_c = '001'
and tr_date = '20170329'
and giro_i"
O0101934,29-MAR-17,"select to_char(to_date('10-1-1999 10:10:10', 'dd-mm-yyyy hh24:mi:ss')) from dual"
O0101934,29-MAR-17,"select lengthb(nchr(20)), nchr(20) from dual"
O0101934,29-MAR-17,"select length(chr(2000000000)) l4, length(chr(2000000)) l3,  length(chr(20000))"
O0101934,29-MAR-17,"select *
from igd.IGMST1
where org_c = '001'
and tr_date = '20170329'"
O0101934,29-MAR-17,"select *
from epd.eptpti
where org_c = '001'
and tr_date = '20170328'
and giro_i"
O0101934,29-MAR-17,"select *
from igd.IGMST1
where org_c = '001'
and tr_date >= '20170327'
and giro_"
O0101934,28-MAR-17,"select a.cc_proc_rslt_c ,a.re_iamt,b.ftrn_asgn_dd,b.ftrn_cycl_tc,b.next_ftrn_dat"
O0101934,28-MAR-17,"select lengthb(nchr(20)), nchr(20) from dual"
O0101934,28-MAR-17,"select length(chr(2000000000)) l4, length(chr(2000000)) l3,  length(chr(20000))"
O0101934,28-MAR-17,"select  a.ftrn_proc_date 이체일자,a.auto_ftrn_busi_tc 자동이체업무코드,b.auto_ft"
O0101934,28-MAR-17,"SELECT  A.BUSI_TC 자동이체업무,
C.BUSI_NM 업무명,
A.T_CNT - B.T_"
O0101934,28-MAR-17,"select to_char(to_date('10-1-1999 10:10:10', 'dd-mm-yyyy hh24:mi:ss')) from dual"
O0101934,28-MAR-17,"select *
from asd.asafcs
where org_c = '001'
and auto_ftrn_busi_tc in ('BF10100"
O0101934,28-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O0101934,28-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O0101934,28-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O0101934,28-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O0101934,28-MAR-17,"select value from nls_database_parameters where parameter = 'NLS_RDBMS_VERSION'"
O0101934,28-MAR-17,"select user from dual"
O0101934,28-MAR-17,"alter session set nls_date_format = 'MM/DD/YYYY HH24:MI:SS'"
O0101934,28-MAR-17,"select to_char(userenv('SESSIONID')) from dual"
O0101934,28-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O0101934,28-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O0101934,28-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O0101934,28-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O0101934,28-MAR-17,"select value from nls_database_parameters where parameter = 'NLS_RDBMS_VERSION'"
O0101934,28-MAR-17,"select user from dual"
O0101934,28-MAR-17,"alter session set nls_date_format = 'MM/DD/YYYY HH24:MI:SS'"
O0101934,28-MAR-17,"select to_char(userenv('SESSIONID')) from dual"
O0101934,28-MAR-17,"select * from asd.asapis where org_c = '001' and auto_ftrn_busi_tc = 'AP210000'"
O0101934,28-MAR-17,"select lengthb(nchr(20)), nchr(20) from dual"
O0101934,28-MAR-17,"select length(chr(2000000000)) l4, length(chr(2000000)) l3,  length(chr(20000))"
O0101934,28-MAR-17,"select * from asd.asieii where orG_c = '001' and exch_bill_busi_c = 'TR221100' a"
O0101934,28-MAR-17,"select * from asd.ascios where org_c = '001' and auto_ftrn_busi_tc = 'EA310000'"
O0101934,28-MAR-17,"select * from asd.ascios where org_c = '001' and auto_ftrn_busi_tc = 'EC231000'"
O0101934,28-MAR-17,"select fun_tfr_dt, a.* from asd.ascios a where org_c = '001' and auto_ftrn_busi_"
O0101934,28-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O0101934,28-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O0101934,28-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O0101934,28-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O0101934,28-MAR-17,"select value from nls_database_parameters where parameter = 'NLS_RDBMS_VERSION'"
O0101934,28-MAR-17,"select user from dual"
O0101934,28-MAR-17,"alter session set nls_date_format = 'MM/DD/YYYY HH24:MI:SS'"
O0101934,28-MAR-17,"select to_char(userenv('SESSIONID')) from dual"
O0101934,28-MAR-17,"select * from asd.asvsii where org_c = '001' and  stlm_date = TO_CHAR(SYSDATE,'Y"
O0101934,28-MAR-17,"select * from asd.ascios where org_c = '001' and auto_ftrn_busi_tc = 'EA231000'"
O0101934,28-MAR-17,"select  a.ftrn_proc_date 이체일자,a.auto_ftrn_busi_tc 자동이체업무코드,b.auto_ft"
O0101934,28-MAR-17,"SELECT
a.TS_BUSI_TC 업무구분,
DECODE(a.TS_BUSI_TC, 01,'결제원',     02"
O0101934,28-MAR-17,"select fun_tfr_dt, a.* from asd.ascios a where org_c = '001' and auto_ftrn_busi_"
O0101934,28-MAR-17,"select auto_ftrn_busi_tc,ftrn_date,ask_seq,data_tc,trt_br_c,oamt_bnk_br_c,oamt_a"
O0101934,28-MAR-17,"select * from asd.ascios where org_c = '001' and auto_ftrn_busi_tc = 'EA210000'"
O0101934,28-MAR-17,"select a.cc_proc_rslt_c ,a.re_iamt,b.ftrn_asgn_dd,b.ftrn_cycl_tc,b.next_ftrn_dat"
O0101934,28-MAR-17,"select * from asd.asccsi where org_c = '001' and proc_date = TO_CHAR(SYSDATE,'YY"
O0101934,28-MAR-17,"select * from snd.snebti where orG_c = '001'  and exch_date = TO_CHAR(SYSDATE,'Y"
O0101934,28-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR334400'"
O0101934,28-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR331100'"
O0101934,28-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR335100'"
O0101934,28-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR233100'"
O0101934,28-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR223100'"
O0101934,28-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR771200'"
O0101934,28-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR231100'"
O0101934,28-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR221100'"
O0101934,28-MAR-17,"select * from asd.asgios where org_c = '001' and auto_ftrn_busi_tc = 'GR151100'"
O0101934,28-MAR-17,"SELECT
a.TS_BUSI_TC 업무구분,
DECODE(a.TS_BUSI_TC, 01,'결제원',     02"
O0101934,28-MAR-17,"select * from asd.aspcmi where orG_c = '001' and exch_bill_busi_c = 'EU005500' a"
O0101934,28-MAR-17,"select * from asd.aspios where org_c = '001' and auto_ftrn_busi_tc = 'GR882200'"
O0101934,28-MAR-17,"select * from snd.snebti where orG_c = '001' and exch_date = TO_CHAR(SYSDATE,'YY"
O0101934,28-MAR-17,"select * from asd.asieii where orG_c = '001' and exch_bill_busi_c = 'TR222200' a"
O0101934,28-MAR-17,"select to_char(to_date('10-1-1999 10:10:10', 'dd-mm-yyyy hh24:mi:ss')) from dual"
O0301358,31-MAR-17,"SELECT * FROM CSD.CSBASE
WHERE ORG_C = '001'
AND CNO = '20078006'"
O0301358,31-MAR-17,"select to_char(to_date('10-1-1999 10:10:10', 'dd-mm-yyyy hh24:mi:ss')) from dual"
O0301358,31-MAR-17,"select length(chr(2000000000)) l4, length(chr(2000000)) l3,  length(chr(20000))"
O0301358,31-MAR-17,"SELECT * FROM BCD.BCCICB
WHERE ORG_C = '001'
AND CIC_KCSH_NO = '0650020500224928"
O0301358,31-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O0301358,31-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O0301358,31-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O0301358,31-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O0301358,31-MAR-17,"select user from dual"
O0301358,31-MAR-17,"alter session set nls_date_format = 'MM/DD/YYYY HH24:MI:SS'"
O0301358,31-MAR-17,"SELECT * FROM CKD.CKOFFR
WHERE ORG_C = '001'
and reg_date = '20160107'"
O0301358,31-MAR-17,"SELECT max(reg_date) FROM CKD.CKOFFR
WHERE ORG_C = '001'"
O0301358,31-MAR-17,"select length(chr(2000000000)) l4, length(chr(2000000)) l3,  length(chr(20000))"
O0301358,31-MAR-17,"select to_char(to_date('10-1-1999 10:10:10', 'dd-mm-yyyy hh24:mi:ss')) from dual"
O0301358,31-MAR-17,"SELECT * FROM CKD.CKOFFR
WHERE ORG_C = '001'
AND ROWNUM < 10"
O0301358,31-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O0301358,31-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O0301358,31-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O0301358,31-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O0301358,31-MAR-17,"select user from dual"
O0301358,31-MAR-17,"alter session set nls_date_format = 'MM/DD/YYYY HH24:MI:SS'"
O0301358,31-MAR-17,"SELECT * FROM CKD.CKOFFR
WHERE ORG_C = '001'
AND ROWNUM < 10"
O0301358,31-MAR-17,"select to_char(to_date('10-1-1999 10:10:10', 'dd-mm-yyyy hh24:mi:ss')) from dual"
O0301358,31-MAR-17,"select length(chr(2000000000)) l4, length(chr(2000000)) l3,  length(chr(20000))"
O0301358,31-MAR-17,"select * from cdd.cdmast
where org_c = '001'
and tr_date = '20170331'"
O0301358,31-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O0301358,31-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O0301358,31-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O0301358,31-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O0301358,31-MAR-17,"select user from dual"
O0301358,31-MAR-17,"alter session set nls_date_format = 'MM/DD/YYYY HH24:MI:SS'"
O0301358,31-MAR-17,"select to_char(to_date('10-1-1999 10:10:10', 'dd-mm-yyyy hh24:mi:ss')) from dual"
O0301358,31-MAR-17,"select length(chr(2000000000)) l4, length(chr(2000000)) l3,  length(chr(20000))"
O0301358,31-MAR-17,"select * from bcd.bccicb
where org_c = '001'
and cic_kcsh_no = '0650020502036064"
O0301358,31-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O0301358,31-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O0301358,31-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O0301358,31-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O0301358,31-MAR-17,"select user from dual"
O0301358,31-MAR-17,"alter session set nls_date_format = 'MM/DD/YYYY HH24:MI:SS'"
O0301358,31-MAR-17,"select * from bcd.bccicb
where org_c = '001'
and cic_kcsh_no = '0650020502036064"
O0301358,31-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O0301358,31-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O0301358,31-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O0301358,31-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O0301358,31-MAR-17,"select user from dual"
O0301358,31-MAR-17,"alter session set nls_date_format = 'MM/DD/YYYY HH24:MI:SS'"
O0301358,31-MAR-17,"select * from bcd.bccicb
where org_c= '001'
and cic_kcsh_no = '0650020900613993'"
O0301358,31-MAR-17,"select to_char(to_date('10-1-1999 10:10:10', 'dd-mm-yyyy hh24:mi:ss')) from dual"
O0301358,31-MAR-17,"select length(chr(2000000000)) l4, length(chr(2000000)) l3,  length(chr(20000))"
O0301358,31-MAR-17,"select * from cdd.cdmast
where org_c = '001'
and tr_date = '20170331'
and cic_ca"
O0301358,30-MAR-17,"SELECT * FROM DID.DICSIF
where org_c = '001'
and rrno = '7009061674815'
--and re"
O0301358,30-MAR-17,"select to_char(to_date('10-1-1999 10:10:10', 'dd-mm-yyyy hh24:mi:ss')) from dual"
O0301358,30-MAR-17,"select length(chr(2000000000)) l4, length(chr(2000000)) l3,  length(chr(20000))"
O0301358,30-MAR-17,"select * from csd.csbase
where org_c = '001'
and cno = '20800774'"
O0301358,30-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O0301358,30-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O0301358,30-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O0301358,30-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O0301358,30-MAR-17,"select user from dual"
O0301358,30-MAR-17,"alter session set nls_date_format = 'MM/DD/YYYY HH24:MI:SS'"
O0301358,29-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O0301358,29-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O0301358,29-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O0301358,29-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O0301358,29-MAR-17,"select user from dual"
O0301358,29-MAR-17,"alter session set nls_date_format = 'MM/DD/YYYY HH24:MI:SS'"
O0301358,29-MAR-17,"select to_char(to_date('10-1-1999 10:10:10', 'dd-mm-yyyy hh24:mi:ss')) from dual"
O0301358,29-MAR-17,"select length(chr(2000000000)) l4, length(chr(2000000)) l3,  length(chr(20000))"
O0301358,29-MAR-17,"select * from bcd.bccicb
where org_c = '001'
and cic_kcsh_no = '0650020501878094"
O0301358,29-MAR-17,"SELECT  CIC_KCSH_NO
--     , (SELECT  1
--		  FROM  BCD.BCRGIS
--		 WHERE  ORG_C"
O0301358,29-MAR-17,"SELECT  CIC_KCSH_NO
, (SELECT  1
FROM  BCD.BCRGIS
WHERE  ORG_C = '00"
O0301358,29-MAR-17,"SELECT  COUNT(*)
FROM (SELECT  CIC_KCSH_NO
FROM  BCD.BCRGIS  A
WHERE  O"
O0301358,29-MAR-17,"SELECT * FROM DID.DICSIF
where org_c = '001'
--and rrno = ''
--and reg_date = '2"
O0301358,29-MAR-17,"select to_char(to_date('10-1-1999 10:10:10', 'dd-mm-yyyy hh24:mi:ss')) from dual"
O0301358,29-MAR-17,"select length(chr(2000000000)) l4, length(chr(2000000)) l3,  length(chr(20000))"
O0301358,29-MAR-17,"select * from bcd.bccicb
where org_c = '001'
and cic_kcsh_no = '0650020501878094"
O0301358,29-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O0301358,29-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O0301358,29-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O0301358,29-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O0301358,29-MAR-17,"select user from dual"
O0301358,29-MAR-17,"alter session set nls_date_format = 'MM/DD/YYYY HH24:MI:SS'"
O0301358,29-MAR-17,"SELECT * FROM DID.DICSIF
where org_c = '001'
--and rrno = ''
--and reg_date = '2"
O0301358,29-MAR-17,"SELECT * FROM DID.DICSIF
where org_c = '001'
--and rrno = ''
--and reg_date = '2"
O0301358,29-MAR-17,"SELECT * FROM DID.DICSIF
where org_c = '001'
and dp_acno = '02075572858'
--and r"
O0301358,28-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O0301358,28-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O0301358,28-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O0301358,28-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O0301358,28-MAR-17,"select user from dual"
O0301358,28-MAR-17,"alter session set nls_date_format = 'MM/DD/YYYY HH24:MI:SS'"
O0301358,28-MAR-17,"SELECT * FROM BCD.BCACCB
WHERE ORG_C = '001'
AND DP_ACNO LIKE '02002737%'"
O0301358,28-MAR-17,"select * from cdd.cdmast
where org_c = '001'
and tr_date = '20161121'
and pay_ac"
O0301358,28-MAR-17,"select * from cdd.cdmast
where org_c = '001'
and tr_date = '20170116'
and pay_ac"
O0301358,28-MAR-17,"select * from cdd.cdmast
where org_c = '001'
and tr_date = '20160925'
and pay_ac"
O0301358,28-MAR-17,"select * from cdd.cdmast
where org_c = '001'
and tr_date = '20161111'
and pay_ac"
O0301358,28-MAR-17,"select to_char(to_date('10-1-1999 10:10:10', 'dd-mm-yyyy hh24:mi:ss')) from dual"
O0301358,28-MAR-17,"select length(chr(2000000000)) l4, length(chr(2000000)) l3,  length(chr(20000))"
O0301358,28-MAR-17,"select * from cdd.cdmast
where org_c = '001'
and tr_date = '20170110'
and pay_ac"
O0301358,28-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O0301358,28-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O0301358,28-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O0301358,28-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O0301358,28-MAR-17,"select user from dual"
O0301358,28-MAR-17,"alter session set nls_date_format = 'MM/DD/YYYY HH24:MI:SS'"
O0301358,28-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O0301358,28-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O0301358,28-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O0301358,28-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O0301358,28-MAR-17,"select user from dual"
O0301358,28-MAR-17,"alter session set nls_date_format = 'MM/DD/YYYY HH24:MI:SS'"
O0301358,28-MAR-17,"select to_char(to_date('10-1-1999 10:10:10', 'dd-mm-yyyy hh24:mi:ss')) from dual"
O0301358,28-MAR-17,"select length(chr(2000000000)) l4, length(chr(2000000)) l3,  length(chr(20000))"
O0301358,28-MAR-17,"select * from cdd.cdmast
where org_c = '001'
and tr_date = '20170328'
and cic_ca"
O0301358,28-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O0301358,28-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O0301358,28-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O0301358,28-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O0301358,28-MAR-17,"select user from dual"
O0301358,28-MAR-17,"alter session set nls_date_format = 'MM/DD/YYYY HH24:MI:SS'"
O0301358,28-MAR-17,"select * from cdd.cdmast
where org_c = '001'
and tr_date = '20161110'
and pay_ac"
O0301358,28-MAR-17,"select * from cdd.cdmast
where org_c = '001'
and tr_date = '20150107'
and pay_ac"
O0301358,28-MAR-17,"SELECT * FROM BCD.BCCICB
WHERE ORG_C = '001'
AND CASH_CARD_NO LIKE '5%'
AND ISUE"
O0301358,28-MAR-17,"select * from cdd.cdmast
where org_c = '001'
and tr_date = '20150107'
and pay_ac"
O0301358,28-MAR-17,"SELECT * FROM BCD.BCCICB
WHERE ORG_C = '001'
AND CASH_CARD_NO LIKE '5%'
AND ISUE"
O0301358,28-MAR-17,"SELECT * FROM BCD.BCCICB
WHERE ORG_C = '001'
AND CASH_CARD_NO LIKE '5%'"
O0301358,28-MAR-17,"select to_char(to_date('10-1-1999 10:10:10', 'dd-mm-yyyy hh24:mi:ss')) from dual"
O0301358,28-MAR-17,"select length(chr(2000000000)) l4, length(chr(2000000)) l3,  length(chr(20000))"
O0301358,28-MAR-17,"select * from cdd.cdmast
where org_c = '001'
and tr_date = '20150107'
and pay_ac"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBDPR WHERE ORG_C ='001' AND BASE_DATE ='20170331'"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR000 WHERE ORG_C ='001' AND LN_ACNO ='721410989010101'"
O1306552,31-MAR-17,"SELECT * FROM LND.LNF085 WHERE ORG_C ='001' AND STLM_MGNO ='20170331' AND LN_ACC"
O1306552,31-MAR-17,"SELECT * FROM LND.LNF085 WHERE ORG_C ='001' AND STLM_MGNO ='20170331' AND LN_ACC"
